CustomerID,Recency,Frequency,Monetary,Cluster
12347.0,2,7,1146.59,0
12348.0,75,4,550.92,0
12349.0,18,1,406.32,0
12350.0,310,1,45.6,1
12352.0,36,6,663.33,0
12353.0,204,1,11.6,1
12354.0,232,1,181.57999999999998,1
12355.0,214,1,68.7,1
12356.0,245,2,285.0,1
12357.0,33,1,1174.51,0
12358.0,1,2,403.92,0
12359.0,57,4,869.63,0
12360.0,52,3,576.18,0
12361.0,287,1,16.5,1
12362.0,3,10,1053.38,0
12363.0,109,2,162.6,0
12364.0,7,3,195.6,0
12365.0,291,1,71.99000000000001,1
12367.0,4,1,33.599999999999994,0
12370.0,51,4,694.79,0
12371.0,59,1,245.7,0
12372.0,71,3,380.48,0
12373.0,311,1,104.5,1
12374.0,25,1,189.15,0
12375.0,10,2,131.70000000000002,0
12377.0,315,2,328.32,1
12378.0,129,1,858.4399999999999,0
12379.0,81,2,198.49999999999997,0
12380.0,21,4,235.75,0
12381.0,58,2,170.39,0
12383.0,184,5,400.9,1
12384.0,28,2,77.55000000000001,0
12386.0,366,1,30.0,1
12388.0,15,6,595.5,0
12390.0,79,1,70.5,0
12391.0,21,1,99.69,0
12393.0,72,3,381.25,0
12394.0,217,1,56.3,1
12395.0,19,10,844.27,0
12397.0,35,2,448.78,0
12398.0,45,1,335.4,0
12399.0,119,3,140.34,0
12401.0,303,1,17.85,1
12403.0,49,1,285.0,0
12405.0,148,1,472.03000000000003,1
12406.0,22,2,515.49,0
12407.0,49,5,205.5,0
12408.0,32,4,581.73,0
12409.0,78,2,2237.64,0
12410.0,308,2,155.1,1
12412.0,74,3,302.21000000000004,0
12413.0,66,3,221.8,0
12414.0,217,3,195.35,1
12415.0,24,13,22262.989999999998,2
12417.0,3,9,863.94,0
12418.0,112,1,84.48,0
12420.0,63,1,180.04,0
12421.0,15,4,280.95,0
12422.0,95,3,144.75,0
12423.0,0,7,364.11,0
12424.0,162,2,321.45000000000005,1
12425.0,78,1,96.36,0
12426.0,194,1,78.78,1
12427.0,21,3,165.6,0
12428.0,25,7,1939.74,0
12429.0,9,4,553.1,0
12430.0,43,1,64.80000000000001,0
12431.0,60,13,1133.43,0
12432.0,42,4,892.24,0
12433.0,0,6,2679.64,0
12434.0,84,2,91.49,0
12435.0,79,2,724.4,0
12436.0,99,1,52.800000000000004,0
12437.0,1,17,818.17,0
12438.0,14,2,706.57,0
12441.0,366,1,28.200000000000003,1
12442.0,3,1,84.72,0
12444.0,21,5,1006.89,0
12445.0,22,1,56.0,0
12446.0,57,1,230.85,0
12447.0,243,1,45.6,1
12448.0,44,1,28.93,0
12449.0,22,4,535.6,0
12450.0,173,1,20.159999999999997,1
12451.0,10,5,1636.51,0
12452.0,16,1,69.55000000000001,0
12453.0,134,1,219.45,0
12454.0,56,1,350.4,0
12455.0,73,6,592.9,0
12456.0,44,3,509.41,0
12457.0,86,2,245.79,0
12458.0,71,2,161.46,0
12461.0,154,1,52.89,1
12462.0,18,2,134.57,0
12463.0,53,4,305.54,0
12464.0,10,4,226.9,0
12465.0,17,2,131.1,0
12468.0,187,2,162.3,1
12471.0,2,21,3813.16,0
12472.0,32,7,1397.99,0
12473.0,53,3,684.76,0
12474.0,17,15,1377.26,0
12475.0,53,1,120.4,0
12476.0,15,10,1253.83,0
12477.0,22,6,3413.01,0
12478.0,3,1,130.88,0
12479.0,11,1,110.54,0
12480.0,28,4,594.02,0
12481.0,22,10,1058.67,0
12483.0,17,7,597.95,0
12484.0,35,4,902.7,0
12488.0,9,3,210.78,0
12489.0,336,1,15.9,1
12490.0,5,10,1254.54,0
12491.0,38,1,74.5,0
12492.0,63,2,79.24000000000001,0
12493.0,165,2,88.3,1
12494.0,15,6,140.39000000000001,0
12497.0,81,1,292.5,0
12498.0,21,2,68.85,0
12500.0,23,8,763.2299999999999,0
12501.0,336,1,541.96,1
12502.0,95,5,791.55,0
12504.0,18,1,12.75,0
12506.0,232,1,28.35,1
12507.0,134,1,225.28,0
12508.0,26,2,62.269999999999996,0
12509.0,284,1,67.5,1
12510.0,142,2,315.79999999999995,1
12512.0,66,1,21.6,0
12513.0,112,1,133.5,0
12514.0,267,1,265.28,1
12515.0,353,1,76.05,1
12516.0,77,2,424.18,0
12517.0,28,5,595.24,0
12518.0,0,5,370.76,0
12519.0,63,1,45.5,0
12520.0,79,5,673.33,0
12521.0,142,1,135.3,1
12522.0,51,1,17.700000000000003,0
12523.0,19,8,284.16,0
12524.0,63,7,1141.65,0
12526.0,0,3,168.45000000000002,0
12527.0,81,3,83.34,0
12528.0,63,5,269.65000000000003,0
12530.0,59,4,360.09,0
12531.0,14,1,31.4,0
12532.0,30,1,110.88,0
12534.0,130,1,274.5,0
12535.0,91,2,111.75,0
12536.0,59,1,730.29,0
12538.0,29,1,55.650000000000006,0
12539.0,22,4,1027.6299999999999,0
12540.0,19,17,2712.07,0
12541.0,29,3,299.57,0
12544.0,36,1,53.42,0
12545.0,75,2,204.25,0
12546.0,46,2,142.8,0
12547.0,197,2,48.4,1
12548.0,166,1,17.4,1
12550.0,79,1,217.68,0
12551.0,357,1,12.5,1
12552.0,39,1,71.47,0
12553.0,8,9,675.69,0
12556.0,50,2,110.41,0
12557.0,158,2,1446.68,1
12558.0,7,1,5.04,0
12559.0,319,1,81.1,1
12560.0,5,2,299.54,0
12561.0,302,1,64.65,1
12562.0,8,7,870.9300000000001,0
12564.0,261,1,39.6,1
12565.0,288,1,30.779999999999998,1
12567.0,22,10,1827.3,0
12569.0,2,21,813.05,0
12571.0,39,2,82.7,0
12572.0,8,2,151.5,0
12573.0,227,1,40.7,1
12574.0,315,1,15.0,1
12576.0,35,5,218.26,0
12577.0,35,3,137.92,0
12578.0,21,2,423.23,0
12579.0,78,1,125.65,0
12580.0,246,1,89.8,1
12581.0,39,1,9.959999999999999,0
12582.0,238,2,111.06,1
12583.0,2,15,1561.82,0
12584.0,3,7,424.0,0
12585.0,234,2,285.36,1
12586.0,17,1,48.050000000000004,0
12587.0,7,1,20.8,0
12588.0,39,1,17.0,0
12589.0,28,2,153.42,0
12590.0,211,1,1816.6,1
12591.0,317,1,188.0,1
12592.0,213,1,66.0,1
12593.0,129,2,122.39999999999999,0
12594.0,46,7,963.19,0
12596.0,51,1,52.74,0
12597.0,19,4,674.61,0
12598.0,9,7,680.5,0
12599.0,29,3,179.88,0
12600.0,84,6,300.44,0
12601.0,189,4,78.15,1
12603.0,21,1,126.0,0
12604.0,79,2,54.6,0
12607.0,60,1,343.88,0
12609.0,78,3,174.18,0
12610.0,22,4,387.9,0
12611.0,52,1,258.75,0
12612.0,74,1,228.75,0
12613.0,57,4,647.8100000000001,0
12614.0,277,1,54.15,1
12615.0,2,4,334.57,0
12616.0,95,2,201.1,0
12617.0,29,1,23.709999999999997,0
12618.0,21,1,50.5,0
12619.0,16,7,462.21999999999997,0
12620.0,14,3,316.33,0
12621.0,1,20,2579.39,0
12622.0,232,1,45.300000000000004,1
12623.0,276,1,46.5,1
12624.0,106,2,147.8,0
12625.0,211,2,857.12,1
12626.0,23,8,1342.45,0
12627.0,10,6,849.09,0
12628.0,4,3,164.29,0
12630.0,9,2,483.79,0
12631.0,57,1,358.94,0
12633.0,58,4,247.06,0
12635.0,89,2,276.36,0
12637.0,67,8,1446.48,0
12638.0,33,1,151.74,0
12639.0,238,1,73.5,1
12640.0,23,2,210.76000000000002,0
12642.0,25,3,195.68,0
12643.0,128,3,1174.1999999999998,0
12644.0,129,1,49.09,0
12645.0,33,4,359.86,0
12646.0,4,2,247.64000000000001,0
12647.0,89,9,721.01,0
12648.0,154,1,38.150000000000006,1
12649.0,107,2,104.03999999999999,0
12650.0,3,1,4.68,0
12651.0,334,1,27.450000000000003,1
12652.0,331,1,94.59,1
12653.0,148,2,513.75,1
12654.0,10,5,184.35,0
12656.0,17,5,607.85,0
12657.0,11,3,417.17,0
12658.0,18,1,81.89999999999999,0
12660.0,11,1,43.050000000000004,0
12662.0,0,10,605.82,0
12664.0,16,4,741.0,0
12667.0,58,1,99.02,0
12668.0,11,4,699.04,0
12669.0,150,2,246.54,1
12670.0,10,5,796.42,0
12672.0,329,1,27.599999999999998,1
12673.0,326,1,54.3,1
12674.0,38,4,435.3,0
12676.0,24,5,234.34,0
12678.0,42,8,3583.24,0
12679.0,283,1,150.14,1
12680.0,0,3,189.32999999999998,0
12681.0,14,21,2562.44,0
12682.0,3,28,2278.1,0
12683.0,4,13,1813.78,0
12684.0,24,5,426.16,0
12685.0,28,6,639.27,0
12686.0,371,1,17.4,1
12688.0,113,1,946.42,0
12689.0,25,2,294.8,0
12690.0,205,1,156.65,1
12691.0,58,2,81.8,0
12693.0,127,4,266.3,0
12694.0,70,2,116.8,0
12695.0,7,3,157.55,0
12697.0,28,3,217.1,0
12700.0,7,4,733.73,0
12701.0,79,2,141.03,0
12702.0,19,1,59.900000000000006,0
12703.0,71,1,74.0,0
12704.0,7,7,327.25,0
12705.0,15,8,1341.84,0
12707.0,291,1,126.54,1
12708.0,29,10,444.23,0
12709.0,15,13,1869.29,0
12710.0,96,3,196.56,0
12712.0,28,12,880.0,0
12713.0,0,1,182.56,0
12714.0,9,5,1195.83,0
12715.0,106,1,27.0,0
12716.0,3,2,223.72,0
12717.0,151,2,167.5,1
12718.0,71,1,14.399999999999999,0
12719.0,5,2,140.45,0
12720.0,2,22,1047.95,0
12721.0,31,6,461.05,0
12722.0,85,4,249.72,0
12723.0,3,4,182.17,0
12724.0,5,3,154.3,0
12725.0,371,1,76.5,1
12726.0,28,7,481.68,0
12727.0,10,6,1191.55,0
12728.0,71,4,130.79,0
12729.0,113,1,116.08,0
12731.0,23,11,2649.6,0
12732.0,179,1,24.500000000000004,1
12733.0,234,1,191.65,1
12734.0,352,1,16.8,1
12735.0,315,2,109.4,1
12736.0,332,1,140.4,1
12738.0,372,1,43.55,1
12739.0,99,1,232.62,0
12740.0,63,1,36.4,0
12743.0,134,2,108.67,0
12744.0,56,5,1649.76,0
12747.0,2,8,832.35,0
12748.0,0,157,6142.69,2
12749.0,3,4,941.84,0
12750.0,128,1,43.5,0
12752.0,81,1,894.24,0
12753.0,22,5,5605.96,0
12754.0,235,3,397.55999999999995,1
12757.0,15,8,999.73,0
12758.0,116,2,556.9200000000001,0
12759.0,52,3,287.95,0
12762.0,7,2,318.72,0
12763.0,369,1,90.66,1
12764.0,316,1,72.60000000000001,1
12766.0,3,7,1592.42,0
12769.0,238,1,191.85,1
12770.0,210,1,583.74,1
12772.0,59,1,162.49,0
12775.0,17,5,300.94,0
12778.0,19,4,120.63,0
12779.0,37,7,803.62,0
12781.0,63,2,316.74,0
12782.0,4,5,250.55,0
12783.0,2,5,678.9,0
12784.0,15,1,38.75,0
12785.0,364,1,19.799999999999997,1
12787.0,91,2,52.400000000000006,0
12790.0,192,1,95.36,1
12792.0,256,1,122.63999999999999,1
12793.0,334,2,48.95,1
12794.0,53,1,92.72,0
12795.0,18,1,163.18,0
12802.0,186,1,91.08,1
12808.0,36,3,107.2,0
12809.0,177,1,85.2,1
12811.0,261,2,182.3,1
12812.0,44,1,79.30000000000001,0
12815.0,147,2,179.9,1
12816.0,95,2,85.6,0
12817.0,281,1,40.0,1
12818.0,261,1,480.0,1
12820.0,3,4,171.07,0
12821.0,214,1,30.12,1
12822.0,70,2,242.65,0
12823.0,74,3,1071.0,0
12824.0,59,1,17.700000000000003,0
12826.0,2,6,280.36,0
12827.0,5,2,82.45,0
12828.0,2,6,314.7,0
12829.0,336,2,43.45,1
12830.0,37,4,1513.36,0
12831.0,262,1,25.5,1
12832.0,98,1,66.0,0
12833.0,145,1,96.69,1
12834.0,282,1,46.8,1
12836.0,59,4,632.36,0
12837.0,173,1,38.7,1
12838.0,33,2,91.29,0
12839.0,2,13,1199.9,0
12840.0,143,4,623.1,0
12841.0,4,24,791.28,0
12842.0,70,2,340.68,0
12843.0,159,6,413.89,1
12844.0,29,2,65.85,0
12845.0,290,1,9.75,1
12847.0,22,1,248.48,0
12849.0,31,2,128.89,0
12851.0,96,1,19.99,0
12852.0,294,1,48.60000000000001,1
12853.0,134,5,257.2,0
12854.0,78,3,383.7,0
12855.0,372,1,27.900000000000002,1
12856.0,7,6,544.84,0
12857.0,210,2,161.95,1
12865.0,26,2,310.71,0
12866.0,283,1,83.35,1
12867.0,26,7,880.66,0
12868.0,185,6,368.09000000000003,1
12872.0,326,2,152.5,1
12873.0,282,1,102.0,1
12876.0,57,2,418.44,0
12877.0,3,8,242.62,0
12878.0,236,2,128.8,1
12879.0,91,1,70.80000000000001,0
12881.0,275,1,268.3,1
12882.0,9,2,283.2,0
12883.0,24,3,90.7,0
12885.0,63,2,242.69,0
12886.0,67,2,154.5,0
12890.0,24,1,19.51,0
12893.0,30,1,21.82,0
12895.0,42,2,34.2,0
12897.0,204,1,58.0,1
12901.0,10,15,4772.5,0
12902.0,264,1,49.7,1
12904.0,18,2,83.41,0
12906.0,11,4,1002.1,0
12909.0,87,4,310.95,0
12910.0,64,6,566.46,0
12912.0,2,5,540.12,0
12913.0,4,3,402.3,0
12915.0,372,1,40.55,1
12916.0,138,4,253.4,0
12917.0,128,1,297.0,0
12919.0,8,5,390.76,0
12920.0,17,1,43.400000000000006,0
12921.0,9,33,2928.25,0
12922.0,161,1,50.7,1
12923.0,64,1,53.18,0
12924.0,88,2,5.4,0
12925.0,4,2,175.1,0
12928.0,35,5,279.48,0
12929.0,311,1,20.4,1
12930.0,78,2,79.03,0
12931.0,21,5,9344.82,0
12933.0,24,2,125.67,0
12935.0,2,6,612.45,0
12936.0,17,3,189.68,0
12937.0,15,4,250.88,0
12938.0,25,1,33.48,0
12939.0,64,5,2300.2799999999997,0
12940.0,54,2,176.25,0
12942.0,131,3,171.84,0
12944.0,35,1,94.3,0
12945.0,288,1,56.85,1
12947.0,143,5,267.27,0
12948.0,16,7,463.39,0
12949.0,30,6,893.6800000000001,0
12950.0,2,3,794.6,0
12951.0,8,6,289.8,0
12952.0,5,4,380.85,0
12955.0,1,9,814.86,0
12956.0,306,1,30.47,1
12957.0,9,7,753.6,0
12962.0,7,2,60.79,0
12963.0,8,6,412.21000000000004,0
12965.0,89,1,198.10999999999999,0
12967.0,358,2,324.9,1
12968.0,112,1,71.14999999999999,0
12970.0,7,3,70.8,0
12971.0,3,34,1856.2,0
12974.0,197,1,15.9,1
12976.0,211,1,369.2,1
12977.0,156,1,0.78,1
12980.0,176,3,1289.1,1
12981.0,29,1,76.38,0
12982.0,242,1,102.0,1
12985.0,0,2,226.28,0
12987.0,73,2,113.9,0
12988.0,292,1,144.55,1
12989.0,8,9,1819.73,0
12990.0,31,2,62.400000000000006,0
12991.0,23,2,121.44,0
12993.0,120,3,52.75,0
12994.0,4,3,190.29,0
12997.0,22,4,416.15999999999997,0
12999.0,196,2,116.94,1
13000.0,259,2,118.92,1
13001.0,4,13,2404.3900000000003,0
13002.0,318,1,50.099999999999994,1
13004.0,11,17,946.3,0
13005.0,173,2,102.1,1
13006.0,56,1,11.52,0
13008.0,323,1,102.44999999999999,1
13012.0,9,6,267.42,0
13013.0,1,12,967.6400000000001,0
13014.0,10,10,584.6,0
13015.0,53,5,659.91,0
13016.0,73,3,180.9,0
13017.0,7,1,204.0,0
13018.0,16,26,1605.68,0
13021.0,4,7,642.29,0
13023.0,64,2,247.35000000000002,0
13026.0,1,2,163.56,0
13027.0,354,1,864.0,1
13028.0,22,2,72.24000000000001,0
13029.0,138,2,399.0,0
13030.0,11,2,109.57000000000001,0
13032.0,52,2,238.94,0
13033.0,357,1,28.200000000000003,1
13034.0,54,1,65.10000000000001,0
13035.0,73,2,198.0,0
13037.0,138,3,287.4,0
13038.0,183,2,167.4,1
13040.0,33,1,44.78,0
13043.0,273,1,263.6,1
13044.0,291,1,65.78,1
13045.0,99,1,102.9,0
13046.0,30,2,241.43,0
13047.0,56,8,616.9,0
13048.0,14,4,514.1700000000001,0
13049.0,64,2,273.78000000000003,0
13050.0,14,17,1488.57,0
13052.0,212,1,131.4,1
13055.0,78,3,206.14999999999998,0
13058.0,24,2,156.45,0
13059.0,249,1,44.35,1
13060.0,253,1,50.400000000000006,1
13061.0,72,1,111.75,0
13064.0,12,3,107.82000000000001,0
13065.0,373,1,68.1,1
13066.0,24,2,85.65,0
13067.0,82,1,9.530000000000001,0
13068.0,10,2,344.0,0
13069.0,0,20,986.11,0
13070.0,192,1,62.400000000000006,1
13072.0,266,1,50.25000000000001,1
13075.0,129,1,94.19999999999999,0
13077.0,1,4,101.56,0
13078.0,3,25,2838.52,0
13080.0,179,1,3.3600000000000003,1
13081.0,11,9,5727.32,0
13082.0,126,8,453.3,0
13083.0,75,1,53.8,0
13085.0,157,2,58.2,1
13089.0,4,77,11946.460000000001,2
13090.0,19,10,2542.84,0
13091.0,28,1,85.49999999999999,0
13092.0,70,4,116.95,0
13093.0,275,8,1031.26,1
13094.0,80,4,434.70000000000005,0
13097.0,32,10,1261.58,0
13098.0,1,27,5599.82,0
13101.0,234,1,28.69,1
13102.0,1,21,1351.68,0
13103.0,39,1,58.199999999999996,0
13104.0,85,1,43.68,0
13107.0,85,3,225.28,0
13108.0,372,1,55.199999999999996,1
13109.0,59,2,109.05000000000001,0
13110.0,31,6,352.45,0
13113.0,0,21,5077.25,0
13115.0,11,3,432.66,0
13116.0,138,1,67.34,1
13117.0,21,6,188.1,0
13118.0,19,4,222.63000000000002,0
13121.0,269,1,42.57,1
13122.0,240,1,213.35999999999999,1
13124.0,89,3,576.4,0
13126.0,4,7,570.18,0
13127.0,77,1,25.200000000000003,0
13131.0,23,3,256.7,0
13133.0,273,1,19.9,1
13134.0,85,3,405.62,0
13136.0,56,4,439.74,0
13137.0,10,8,503.44,0
13138.0,46,4,118.5,0
13139.0,16,7,1069.32,0
13140.0,108,3,59.16,0
13141.0,84,5,395.88,0
13142.0,19,1,72.4,0
13144.0,332,1,23.6,1
13145.0,91,1,15.0,0
13146.0,26,1,32.0,0
13147.0,10,1,237.60000000000002,0
13148.0,29,10,681.62,0
13149.0,14,4,521.7,0
13151.0,295,1,71.65,1
13153.0,5,1,49.440000000000005,0
13155.0,79,3,251.65,0
13157.0,49,4,403.64,0
13158.0,94,4,258.14,0
13159.0,8,4,343.48,0
13160.0,22,1,15.0,0
13161.0,313,1,10.9,1
13162.0,122,4,375.75,0
13165.0,46,2,52.32,0
13166.0,283,1,89.5,1
13167.0,18,4,139.67000000000002,0
13168.0,36,4,335.45,0
13169.0,63,2,187.8,0
13170.0,26,1,31.42,0
13171.0,21,3,96.5,0
13173.0,4,2,38.58,0
13174.0,16,3,590.97,0
13176.0,46,1,91.17,0
13177.0,64,1,42.6,0
13178.0,26,11,1286.94,0
13182.0,45,1,36.54,0
13183.0,7,8,916.09,0
13184.0,14,8,391.56,0
13186.0,39,3,339.22,0
13187.0,337,1,30.1,1
13189.0,18,2,59.04,0
13192.0,95,2,290.14,0
13193.0,61,1,20.35,0
13194.0,135,1,17.700000000000003,0
13196.0,11,3,369.82,0
13198.0,10,6,572.19,0
13199.0,3,18,1422.08,0
13200.0,21,3,97.69999999999999,0
13203.0,9,4,196.3,0
13207.0,15,2,55.32000000000001,0
13208.0,59,5,284.82,0
13209.0,30,7,928.28,0
13210.0,93,1,135.48000000000002,0
13211.0,95,2,313.65,0
13212.0,19,3,248.85,0
13213.0,56,4,277.58,0
13217.0,156,1,85.0,1
13220.0,78,3,279.25,0
13221.0,240,2,282.32,1
13224.0,60,2,445.35,0
13225.0,3,6,1321.12,0
13226.0,273,1,36.15,1
13227.0,201,1,100.19999999999999,1
13229.0,225,1,14.850000000000001,1
13230.0,4,13,647.32,0
13232.0,12,7,348.17,0
13233.0,74,2,151.0,0
13235.0,212,1,199.52,1
13236.0,24,2,105.82,0
13238.0,23,2,119.8,0
13239.0,261,1,51.62,1
13240.0,96,4,171.31,0
13242.0,112,2,104.0,0
13243.0,203,1,120.4,1
13244.0,92,1,17.59,0
13245.0,50,1,49.3,0
13246.0,18,6,473.89,0
13247.0,22,3,110.10000000000001,0
13248.0,124,2,126.30000000000001,0
13249.0,93,1,22.92,0
13253.0,156,1,276.6,1
13255.0,9,2,123.30000000000001,0
13258.0,11,3,130.79,0
13259.0,61,1,73.32000000000001,0
13260.0,61,1,219.0,0
13261.0,268,2,198.0,1
13263.0,1,33,1291.23,0
13265.0,53,5,319.64,0
13266.0,11,12,703.51,0
13267.0,2,14,843.58,0
13268.0,17,10,808.13,0
13269.0,1,14,1066.6000000000001,0
13271.0,37,1,35.18,0
13272.0,89,1,15.0,0
13273.0,113,1,15.239999999999998,0
13276.0,63,2,170.3,0
13277.0,15,3,107.5,0
13278.0,40,1,163.57,0
13279.0,78,1,24.659999999999997,0
13280.0,122,3,181.95000000000002,0
13282.0,18,3,152.4,0
13284.0,330,1,34.2,1
13285.0,23,4,593.36,0
13291.0,155,1,71.82,1
13292.0,38,2,144.47,0
13294.0,189,2,232.34,1
13295.0,359,1,25.200000000000003,1
13296.0,137,1,59.5,1
13297.0,23,2,262.95,0
13299.0,268,1,29.700000000000003,1
13300.0,169,1,96.8,1
13301.0,103,4,129.85,0
13302.0,155,1,63.75,1
13304.0,351,1,70.41,1
13305.0,4,8,458.55,0
13308.0,22,3,192.66,0
13309.0,7,4,201.91,0
13310.0,28,3,186.79000000000002,0
13311.0,150,1,90.16,1
13313.0,22,4,273.74,0
13314.0,1,3,123.06,0
13316.0,37,4,834.5200000000001,0
13317.0,66,6,445.94,0
13318.0,5,2,73.96,0
13319.0,5,21,1723.24,0
13320.0,78,4,382.67,0
13322.0,17,1,45.08,0
13323.0,8,3,81.35000000000001,0
13324.0,36,7,1188.6599999999999,0
13325.0,81,1,116.5,0
13327.0,38,8,564.78,0
13328.0,316,1,541.08,1
13329.0,31,2,187.5,0
13330.0,92,3,284.94,0
13332.0,14,1,116.65,0
13334.0,82,3,535.01,0
13336.0,77,1,112.24000000000001,0
13338.0,157,1,56.46,1
13339.0,200,1,161.91,1
13340.0,45,7,2016.44,0
13341.0,260,1,135.6,1
13343.0,177,1,132.28,1
13344.0,67,3,523.28,0
13345.0,287,1,27.6,1
13347.0,70,1,39.599999999999994,0
13348.0,64,1,99.9,0
13349.0,10,1,46.44,0
13350.0,16,2,119.85,0
13351.0,66,1,67.5,0
13352.0,60,1,112.32,0
13354.0,71,1,216.72,0
13355.0,122,1,121.0,0
13356.0,80,1,168.1,0
13357.0,257,1,103.74,1
13358.0,268,1,168.49,1
13359.0,63,1,163.82,0
13362.0,9,4,770.0500000000001,0
13363.0,17,2,232.57999999999998,0
13364.0,71,1,39.96,0
13365.0,33,2,523.32,0
13368.0,256,1,145.8,1
13369.0,365,1,15.0,1
13370.0,371,1,220.92000000000002,1
13372.0,89,1,74.92,0
13373.0,60,3,656.3100000000001,0
13375.0,88,1,221.18,0
13376.0,99,3,153.0,0
13379.0,26,3,94.0,0
13381.0,31,6,742.24,0
13382.0,280,1,59.42,1
13384.0,30,6,883.36,0
13385.0,329,1,101.65,1
13388.0,131,2,74.9,0
13389.0,11,3,124.39999999999999,0
13390.0,74,1,167.39999999999998,0
13394.0,1,8,293.43,0
13395.0,185,1,66.3,1
13396.0,29,2,462.24,0
13397.0,183,3,117.0,1
13398.0,192,1,79.96,1
13402.0,127,2,98.12,0
13403.0,17,1,75.0,0
13404.0,1,2,53.9,0
13405.0,74,3,145.581,0
13408.0,1,43,4745.39,0
13410.0,24,3,257.4,0
13411.0,107,1,87.45,0
13414.0,133,2,53.85,0
13416.0,81,1,34.0,0
13417.0,4,2,124.9,0
13418.0,11,15,1414.08,0
13419.0,63,1,24.839999999999996,0
13420.0,170,1,17.4,1
13421.0,40,2,324.02,0
13422.0,64,1,485.01,0
13425.0,108,3,284.55,0
13426.0,0,10,726.46,0
13427.0,19,3,213.34,0
13428.0,10,1,35.58,0
13429.0,10,4,281.0,0
13430.0,18,2,151.17,0
13431.0,67,2,287.62,0
13434.0,74,2,202.56000000000003,0
13435.0,5,6,554.78,0
13436.0,1,1,47.4,0
13437.0,14,7,651.9,0
13439.0,255,1,69.22,1
13441.0,91,1,81.12,0
13447.0,23,3,211.67000000000002,0
13448.0,16,5,716.5,0
13449.0,23,1,115.19,0
13450.0,26,5,277.08,0
13451.0,26,5,547.7,0
13453.0,165,2,74.9,1
13455.0,24,2,286.23,0
13456.0,17,5,203.55,0
13458.0,7,14,1806.8,0
13460.0,29,2,25.5,0
13461.0,38,3,412.4,0
13462.0,252,1,17.700000000000003,1
13464.0,58,1,90.7,0
13466.0,184,1,77.1,1
13467.0,10,2,269.32,0
13468.0,1,28,1024.26,0
13470.0,99,1,16.5,0
13471.0,5,3,505.14,0
13473.0,60,2,132.33,0
13474.0,236,1,34.43,1
13475.0,191,3,243.93,1
13476.0,178,2,238.79999999999998,1
13477.0,37,6,274.28,0
13479.0,200,2,69.35,1
13481.0,45,4,317.31,0
13482.0,232,1,52.4,1
13483.0,65,1,79.86,0
13484.0,241,1,15.9,1
13485.0,233,1,63.9,1
13486.0,78,3,310.52,0
13487.0,57,3,135.2,0
13488.0,17,13,1807.08,0
13489.0,289,2,197.88,1
13491.0,51,8,309.75,0
13492.0,136,3,346.24,0
13493.0,275,2,120.0,1
13494.0,311,1,78.9,1
13495.0,7,5,468.54,0
13496.0,10,2,156.10000000000002,0
13497.0,282,2,143.9,1
13499.0,17,5,369.17,0
13500.0,23,3,276.75,0
13501.0,288,1,283.95,1
13502.0,16,2,44.1,0
13503.0,71,1,59.2,0
13504.0,64,1,38.85,0
13505.0,72,4,717.68,0
13506.0,316,2,59.0,1
13507.0,3,4,453.32,0
13508.0,243,1,7.99,1
13509.0,8,5,188.24,0
13510.0,1,4,480.94,0
